time, fix, sats, latitute, longitude, sonar, alt, gps_alt, speed, CRS, roll, pitch, yaw
85000, 1, 5, 59.9617080, 10.7271700, 0, 280.11, 254.62, 14.49, 291.07, 573, -562, 32118
86000, 1, 4, 59.9618000, 10.7269050, 0, 276.79, 253.53, 16.62, 304.42, 604, -581, 32496
87000, 1, 4, 59.9619220, 10.7266200, 0, 272.07, 251.55, 18.32, 310.13, 17, -724, 32390
88000, 1, 4, 59.9620480, 10.7263360, 0, 268.93, 250.16, 19.19, 313.15, 121, -972, 32137
89000, 1, 4, 59.9621960, 10.7260480, 0, 266.57, 249.2, 19.8, 315.52, -871, -724, 31485
90000, 1, 4, 59.9623410, 10.7257450, 0, 265.35, 249.37, 21.32, 317.11, -1370, -907, 29944
91000, 1, 4, 59.9624560, 10.7254500, 0, 265.17, 249.6, 19.55, 310.44, -618, -371, 28732
92000, 1, 4, 59.9625740, 10.7251290, 0, 266.05, 249.61, 19.37, 305.12, -1156, 0, 27527
93000, 1, 4, 59.9626540, 10.7248360, 0, 267.09, 249.51, 18.03, 297.44, -1534, 457, 26085
94000, 1, 4, 59.9627000, 10.7245550, 0, 269.45, 250.04, 16.79, 287.16, -3377, 992, 24003
95000, 1, 4, 59.9627080, 10.7242660, 0, 272.59, 250.63, 15.83, 272.35, -2938, 1281, 20599
96000, 1, 4, 59.9626620, 10.7240120, 0, 276.18, 251.59, 14.63, 253.21, -3686, 2360, 17601
97000, 1, 4, 59.9625280, 10.7238360, 0, 280.37, 253.08, 15.51, 221.43, -5417, 2073, 13485
98000, 1, 4, 59.9623870, 10.7237290, 0, 283.43, 254.43, 13.93, 206.95, -3463, 1210, 10347
99000, 1, 4, 59.9622540, 10.7237800, 0, 284.83, 255.68, 10.78, 179.89, -2896, 1917, 8565
100000, 1, 4, 59.9621580, 10.7239610, 0, 284.31, 256.51, 10.48, 150.02, -1825, -55, 7111
101000, 1, 4, 59.9621010, 10.7242050, 0, 283.17, 257.08, 10.7, 126.39, -47, -2125, 6995
102000, 1, 4, 59.9620780, 10.7243450, 0, 278.88, 257.86, 8.17, 109.96, 734, -2120, 7519
103000, 1, 4, 59.9620670, 10.7244810, 0, 271.46, 258.64, 7.69, 92.61, -373, -1238, 8030
104000, 1, 4, 59.9620670, 10.7246250, 0, 262.21, 259.36, 10.3, 88.04, -2159, -1142, 6748
105000, 1, 4, 59.9620670, 10.7249160, 0, 255.14, 260.02, 15.96, 86.67, -2198, -580, 5277
106000, 1, 4, 59.9620590, 10.7253760, 0, 251.66, 260.49, 18.2, 90.05, -3137, -1307, 3813
107000, 1, 4, 59.9620860, 10.7258150, 0, 250, 261.39, 17.99, 81.69, -568, -1858, 3988
108000, 1, 4, 59.9621390, 10.7262530, 0, 248.35, 263.23, 15.92, 68.81, -2565, -854, 3479
109000, 1, 4, 59.9622000, 10.7265750, 0, 246.26, 265.37, 14.13, 54.93, -2563, -682, 2378
110000, 1, 4, 59.9622920, 10.7267760, 0, 243.12, 266.65, 14.16, 23.13, -1642, -1411, 1185
111000, 1, 5, 59.9624330, 10.7268080, 0, 238.16, 265.7, 15.59, 12.05, -1024, -1366, 888
112000, 1, 5, 59.9625970, 10.7268470, 0, 232.68, 263.62, 16.57, 5.66, -605, -1649, 821
113000, 1, 5, 59.9627720, 10.7268360, 0, 228.34, 260.86, 16.21, 357.6, 4, -1358, 862
114000, 1, 5, 59.9629330, 10.7268210, 0, 224.77, 257.35, 15.33, 354.97, 484, -1016, 1260
115000, 1, 5, 59.9630930, 10.7267920, 0, 221.91, 254.19, 14.94, 355.56, -3329, -331, 1022
116000, 1, 5, 59.9632300, 10.7267530, 0, 219.82, 252.29, 13.41, 343.94, -4777, -1556, 33810
117000, 1, 5, 59.9633710, 10.7266490, 0, 215.92, 251.01, 15.06, 336.61, -4909, -2346, 30646
118000, 1, 5, 59.9635120, 10.7264900, 0, 208.72, 249.96, 17.16, 330.52, -5841, -2821, 26848
119000, 1, 5, 59.9636540, 10.7262960, 0, 200.48, 249.02, 18.47, 325.71, -3281, -1116, 22042
120000, 1, 5, 59.9634900, 10.7261710, 0, 195.12, 247.24, 7.69, 250.08, 1497, 925, 20232
121000, 1, 5, 59.9633030, 10.7260910, 0, 194.6, 245.88, 19.05, 192.79, -162, 816, 20617
122000, 1, 5, 59.9631730, 10.7260200, 0, 195.38, 245.49, 15.26, 193.54, -2604, -72, 19001
123000, 1, 5, 59.9630130, 10.7259840, 0, 195.29, 245.61, 12, 189.27, -4155, 479, 15703
124000, 1, 5, 59.9628750, 10.7260250, 0, 195.12, 245.44, 10.53, 157.82, -5021, 1119, 10840
125000, 1, 5, 59.9627910, 10.7261430, 0, 194.6, 244.13, 11.6, 139.96, -4720, 145, 5488
126000, 1, 5, 59.9627270, 10.7262810, 0, 192.95, 243.12, 10.16, 132.24, -3048, 484, 2446
127000, 1, 5, 59.9626770, 10.7264000, 0, 191.31, 242.33, 6.12, 131.86, -1995, -232, 35213
128000, 1, 5, 59.9626620, 10.7264330, 0, 188.8, 240.98, 1.71, 149.01, 664, 2067, 553
129000, 1, 5, 59.9626810, 10.7264160, 0, 187.41, 240.46, 0.18, 149.01, 67, 1633, 40
130000, 1, 5, 59.9627650, 10.7263700, 0, 186.38, 238.96, 0.38, 149.01, -393, 429, 696
131000, 1, 5, 59.9629330, 10.7263630, 0, 185.08, 237.14, 7.29, 351.05, 86, -1002, 35849
132000, 1, 5, 59.9629940, 10.7263460, 0, 184.39, 236.52, 8.36, 353.62, -230, -1110, 35346
133000, 1, 5, 59.9630740, 10.7263280, 0, 183.52, 235.88, 7.41, 351.91, -682, -2389, 0
134000, 1, 5, 59.9631230, 10.7263130, 0, 182.92, 235.24, 2.5, 350.79, -334, -1228, 644
135000, 1, 4, 59.9631350, 10.7263080, 0, 182.83, 234.76, 0.9, 351.51, -113, 87, 723
136000, 1, 4, 59.9631420, 10.7263060, 0, 182.83, 234.07, 0.03, 351.43, -30, 85, 826
137000, 1, 4, 59.9631610, 10.7263010, 0, 182.58, 235.04, 0.17, 351.43, -7, -374, 941
138000, 1, 4, 59.9631610, 10.7262930, 0, 182.67, 234.33, 0.03, 351.43, -1, -568, 1070
139000, 1, 5, 59.9631610, 10.7262920, 0, 182.75, 234.04, 0.03, 351.43, 1, -668, 1200
